HOLT 	Well, I don't expect us to cover all the issues of this campaign tonight, but I remind everyone, there are two more presidential debates scheduled.
CLINTON 	He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.
CLINTON 	I don't buy that.
CLINTON 	I have a different experience.
CLINTON 	My father was a small-businessman.
CLINTON 	He worked really hard.
CLINTON 	He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going.
CLINTON 	And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better we will be off and the better we'll grow.
CLINTON 	That's the kind of economy I want us to see again.
HOLT 	Let me follow up with Mr. Trump, if you can.
HOLT 	You've talked about creating 25 million jobs, and you've promised to bring back millions of jobs for Americans.
HOLT 	How are you going to bring back the industries that have left this country for cheaper labor overseas?
HOLT 	How, specifically, are you going to tell American manufacturers that you have to come back?
TRUMP 	Well, for one thing — and before we start on that — my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.
TRUMP 	Our country's in deep trouble.
TRUMP 	We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China.
TRUMP 	They're the best, the best ever at it.
TRUMP 	What they're doing to us is a very, very sad thing.
TRUMP 	So we have to do that.
TRUMP 	We have to renegotiate our trade deals.
TRUMP 	And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do.
TRUMP 	Let me give you the example of Mexico.
TRUMP 	They have a VAT tax.
TRUMP 	We're on a different system.
TRUMP 	When we sell into Mexico, there's a tax.
TRUMP 	When they sell in — automatic, 16 percent, approximately.
TRUMP 	When they sell into us, there's no tax.
TRUMP 	It's a defective agreement.
TRUMP 	It's been defective for a long time, many years, but the politicians haven't done anything about it.
TRUMP 	Now, in all fairness to Secretary Clinton — yes, is that OK?
TRUMP 	Good.
TRUMP 	I want you to be very happy.
TRUMP 	It's very important to me.
TRUMP 	But in all fairness to Secretary Clinton, when she started talking about this, it was really very recently.
TRUMP 	She's been doing this for 30 years.
TRUMP 	And why hasn't she made the agreements better?
TRUMP 	The NAFTA agreement is defective.
TRUMP 	Just because of the tax and many other reasons, but just because of the fact.
HOLT 	Let me interrupt just a moment, but.
TRUMP 	Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement.
TRUMP 	They should have been doing this for years.
TRUMP 	What's happened to our jobs and our country and our economy generally is — look, we owe $20 trillion.
TRUMP 	We cannot do it any longer, Lester.
HOLT 	Back to the question, though.
HOLT 	How do you bring back — specifically bring back jobs, American manufacturers?
HOLT 	How do you make them bring the jobs back?
TRUMP 	Well, the first thing you do is don't let the jobs leave.
TRUMP 	The companies are leaving.
TRUMP 	I could name, I mean, there are thousands of them.
TRUMP 	They're leaving, and they're leaving in bigger numbers than ever.
TRUMP 	And what you do is you say, fine, you want to go to Mexico or some other country, good luck.
TRUMP 	We wish you a lot of luck.
TRUMP 	But if you think you're going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax, you're wrong.
TRUMP 	And once you say you're going to have to tax them coming in, and our politicians never do this, because they have special interests and the special interests want those companies to leave, because in many cases, they own the companies.
TRUMP 	So what I'm saying is, we can stop them from leaving.
TRUMP 	We have to stop them from leaving.
TRUMP 	And that's a big, big factor.
HOLT 	Let me let Secretary Clinton get in here.
CLINTON 	Well, let's stop for a second and remember where we were eight years ago.
CLINTON 	We had the worst financial crisis, the Great Recession, the worst since the 1930s.
CLINTON 	That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.
CLINTON 	In fact, Donald was one of the people who rooted for the housing crisis.
CLINTON 	He said, back in 2006, "Gee, I hope it does collapse, because then I can go in and buy some and make some money".
CLINTON 	Well, it did collapse.
TRUMP 	That's called business, by the way.
CLINTON 	Nine million people — nine million people lost their jobs.
CLINTON 	Five million people lost their homes.
CLINTON 	And $13 trillion in family wealth was wiped out.
CLINTON 	Now, we have come back from that abyss.
CLINTON 	And it has not been easy.
CLINTON 	So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.
CLINTON 	Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.
CLINTON 	5 million jobs and maybe have another recession.
CLINTON 	They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because we will be making investments where we can grow the economy.
CLINTON 	Take clean energy.
CLINTON 	Some country is going to be the clean- energy superpower of the 21st century.
CLINTON 	Donald thinks that climate change is a hoax perpetrated by the Chinese.
CLINTON 	I think it's real.
TRUMP 	I did not.
TRUMP 	I did not.
TRUMP 	I do not say that.
CLINTON 	I think science is real.
TRUMP 	I do not say that.
CLINTON 	And I think it's important that we grip this and deal with it, both at home and abroad.
CLINTON 	And here's what we can do.
CLINTON 	We can deploy a half a billion more solar panels.
CLINTON 	We can have enough clean energy to power every home.
CLINTON 	We can build a new modern electric grid.
CLINTON 	That's a lot of jobs; that's a lot of new economic activity.
CLINTON 	So I've tried to be very specific about what we can and should do, and I am determined that we're going to get the economy really moving again, building on the progress we've made over the last eight years, but never going back to what got us in trouble in the first place.
HOLT 	Mr. Trump?
TRUMP 	She talks about solar panels.
TRUMP 	We invested in a solar company, our country.
TRUMP 	That was a disaster.
TRUMP 	They lost plenty of money on that one.
TRUMP 	Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work.
TRUMP 	Our energy policies are a disaster.
TRUMP 	Our country is losing so much in terms of energy, in terms of paying off our debt.
TRUMP 	You can't do what you're looking to do with $20 trillion in debt.
TRUMP 	The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it.
TRUMP 	He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.
TRUMP 	So I will tell you this.
TRUMP 	We have to do a much better job at keeping our jobs.
TRUMP 	And we have to do a much better job at giving companies incentives to build new companies or to expand, because they're not doing it.
TRUMP 	And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they're gone.
TRUMP 	And, Hillary, I'd just ask you this.
TRUMP 	You've been doing this for 30 years.
TRUMP 	Why are you just thinking about these solutions right now?
TRUMP 	For 30 years, you've been doing it, and now you're just starting to think of solutions.
CLINTON 	Well, actually.
TRUMP 	I will bring — excuse me.
TRUMP 	I will bring back jobs.
TRUMP 	You can't bring back jobs.
CLINTON 	Well, actually, I have thought about this quite a bit.
TRUMP 	Yeah, for 30 years.
CLINTON 	And I have — well, not quite that long.
CLINTON 	I think my husband did a pretty good job in the 1990s.
CLINTON 	I think a lot about what worked and how we can make it work again.
TRUMP 	Well, he approved NAFTA.
CLINTON 	million new jobs, a balanced budget.
TRUMP 	He approved NAFTA, which is the single worst trade deal ever approved in this country.
CLINTON 	Incomes went up for everybody.
CLINTON 	Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.
CLINTON 	When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test.
CLINTON 	Will they create jobs in America?
CLINTON 	Will they raise incomes in America?
CLINTON 	And are they good for our national security?
CLINTON 	Some of them I voted for.
CLINTON 	The biggest one, a multinational one known as CAFTA, I voted against.
CLINTON 	And because I hold the same standards as I look at all of these trade deals.
CLINTON 	But let's not assume that trade is the only challenge we have in the economy.
CLINTON 	I think it is a part of it, and I've said what I'm going to do.
CLINTON 	I'm going to have a special prosecutor.
CLINTON 	We're going to enforce the trade deals we have, and we're going to hold people accountable.
CLINTON 	When I was secretary of state, we actually increased American exports globally 30 percent.
CLINTON 	We increased them to China 50 percent.
CLINTON 	So I know how to really work to get new jobs and to get exports that helped to create more new jobs.
HOLT 	Very quickly.
TRUMP 	But you haven't done it in 30 years or 26 years or any number you want to.
CLINTON 	Well, I've been a senator, Donald.
TRUMP 	You haven't done it.
TRUMP 	You haven't done it.
CLINTON 	And I have been a secretary of state.
TRUMP 	Excuse me.
CLINTON 	And I have done a lot.
TRUMP 	Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.
CLINTON 	Well, that's your opinion.
CLINTON 	That is your opinion.
TRUMP 	You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent.
TRUMP 	NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country.
TRUMP 	And now you want to approve Trans-Pacific Partnership.
TRUMP 	You were totally in favor of it.
TRUMP 	Then you heard what I was saying, how bad it is, and you said, I can't win that debate.
TRUMP 	But you know that if you did win, you would approve that, and that will be almost as bad as NAFTA.
TRUMP 	Nothing will ever top NAFTA.
CLINTON 	Well, that is just not accurate.
CLINTON 	I was against it once it was finally negotiated and the terms were laid out.
CLINTON 	I wrote about that in.
TRUMP 	You called it the gold standard.
TRUMP 	You called it the gold standard of trade deals.
TRUMP 	You said it's the finest deal you've ever seen.
CLINTON 	No.
TRUMP 	And then you heard what I said about it, and all of a sudden you were against it.
CLINTON 	Well, Donald, I know you live in your own reality, but that is not the facts.
CLINTON 	The facts are — I did say I hoped it would be a good deal, but when it was negotiated.
TRUMP 	Not.
CLINTON 	which I was not responsible for, I concluded it wasn't.
CLINTON 	I wrote about that in my book.
TRUMP 	So is it President Obama's fault?
CLINTON 	before you even announced.
TRUMP 	Is it President Obama's fault?
CLINTON 	Look, there are differences.
TRUMP 	Secretary, is it President Obama's fault?
CLINTON 	There are.
TRUMP 	Because he's pushing it.
CLINTON 	There are different views about what's good for our country, our economy, and our leadership in the world.
CLINTON 	And I think it's important to look at what we need to do to get the economy going again.
CLINTON 	That's why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.
TRUMP 	But you have no plan.
CLINTON 	But in — oh, but I do.
TRUMP 	Secretary, you have no plan.
CLINTON 	In fact, I have written a book about it.
CLINTON 	It's called "Stronger Together".
CLINTON 	You can pick it up tomorrow at a bookstore.
TRUMP 	That's about all you've.
HOLT 	Folks, we're going to.
CLINTON 	or at an airport near you.
HOLT 	We're going to move to.
CLINTON 	But it's because I see this — we need to have strong growth, fair growth, sustained growth.
CLINTON 	We also have to look at how we help families balance the responsibilities at home and the responsibilities at business.
CLINTON 	So we have a very robust set of plans.
CLINTON 	And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.
CLINTON 	5 million jobs, and explode the debt which would have a recession.
TRUMP 	You are going to approve one of the biggest tax cuts in history.
TRUMP 	You are going to approve one of the biggest tax increases in history.
TRUMP 	You are going to drive business out.
TRUMP 	Your regulations are a disaster, and you're going to increase regulations all over the place.
TRUMP 	And by the way, my tax cut is the biggest since Ronald Reagan.
TRUMP 	I'm very proud of it.
TRUMP 	It will create tremendous numbers of new jobs.
TRUMP 	But regulations, you are going to regulate these businesses out of existence.
TRUMP 	When I go around — Lester, I tell you this, I've been all over.
TRUMP 	And when I go around, despite the tax cut, the thing — the things that business as in people like the most is the fact that I'm cutting regulation.
TRUMP 	You have regulations on top of regulations, and new companies cannot form and old companies are going out of business.
TRUMP 	And you want to increase the regulations and make them even worse.
TRUMP 	I'm going to cut regulations.
TRUMP 	I'm going to cut taxes big league, and you're going to raise taxes big league, end of story.
HOLT 	Let me get you to pause right there, because we're going to move into — we're going to move into the next segment.
HOLT 	We're going to talk taxes.
CLINTON 	That can't — that can't be left to stand.
HOLT 	Please just take 30 seconds and then we're going to go on.
CLINTON 	I kind of assumed that there would be a lot of these charges and claims, and so.
TRUMP 	Facts.
CLINTON 	So we have taken the home page of my website, HillaryClinton.com, and we've turned it into a fact-checker.
CLINTON 	So if you want to see in real-time what the facts are, please go and take a look.
CLINTON 	Because what I have proposed.
TRUMP 	And take a look at mine, also, and you'll see.
CLINTON 	would not add a penny to the debt, and your plans would add $5 trillion to the debt.
CLINTON 	What I have proposed would cut regulations and streamline them for small businesses.
CLINTON 	What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy.
CLINTON 	And I think it's time that the wealthy and corporations paid their fair share to support this country.
HOLT 	Well, you just opened the next segment.
TRUMP 	Well, could I just finish — I think I..
HOLT 	I'm going to give you a chance right here.
TRUMP 	I think I should — you go to her website, and you take a look at her website.
HOLT 	with a new 15-minute segment.
TRUMP 	She's going to raise taxes $1.
TRUMP 	3 trillion.
HOLT 	Mr. Trump, I'm going to.
TRUMP 	And look at her website.
TRUMP 	You know what?
TRUMP 	It's no difference than this.
TRUMP 	She's telling us how to fight ISIS.
TRUMP 	Just go to her website.
TRUMP 	She tells you how to fight ISIS on her website.
TRUMP 	I don't think General Douglas MacArthur would like that too much.
HOLT 	The next segment, we're continuing.
CLINTON 	Well, at least I have a plan to fight ISIS.
HOLT 	achieving prosperity.
TRUMP 	No, no, you're telling the enemy everything you want to do.
CLINTON 	No, we're not.
CLINTON 	No, we're not.
TRUMP 	See, you're telling the enemy everything you want to do.
TRUMP 	No wonder you've been fighting — no wonder you've been fighting ISIS your entire adult life.
CLINTON 	That's a — that's — go to the — please, fact checkers, get to work.
HOLT 	OK, you are unpacking a lot here.
HOLT 	And we're still on the issue of achieving prosperity.
HOLT 	And I want to talk about taxes.
HOLT 	The fundamental difference between the two of you concerns the wealthy.
HOLT 	Secretary Clinton, you're calling for a tax increase on the wealthiest Americans.
HOLT 	I'd like you to further defend that.
HOLT 	And, Mr. Trump, you're calling for tax cuts for the wealthy.
HOLT 	I'd like you to defend that.
HOLT 	And this next two-minute answer goes to you, Mr. Trump.
TRUMP 	Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs.
TRUMP 	They're going to expand their companies.
TRUMP 	They're going to do a tremendous job.
TRUMP 	I'm getting rid of the carried interest provision.
TRUMP 	And if you really look, it's not a tax — it's really not a great thing for the wealthy.
TRUMP 	It's a great thing for the middle class.
TRUMP 	It's a great thing for companies to expand.
TRUMP 	And when these people are going to put billions and billions of dollars into companies, and when they're going to bring $2.
TRUMP 	5 trillion back from overseas, where they can't bring the money back, because politicians like Secretary Clinton won't allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what — is so bad.
TRUMP 	So what they're doing is they're leaving our country, and they're, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country.
TRUMP 	And instead of bringing it back and putting the money to work, because they can't work out a deal to — and everybody agrees it should be brought back.
TRUMP 	Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.
TRUMP 	Because we have — we have a president that can't sit them around a table and get them to approve something.
TRUMP 	And here's the thing.
TRUMP 	Republicans and Democrats agree that this should be done, $2.
TRUMP 	5 trillion.
TRUMP 	I happen to think it's double that.
TRUMP 	It's probably $5 trillion that we can't bring into our country, Lester.
TRUMP 	And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful.
TRUMP 	But we have no leadership.
TRUMP 	And honestly, that starts with Secretary Clinton.
HOLT 	All right.
HOLT 	You have two minutes of the same question to defend tax increases on the wealthiest Americans, Secretary Clinton.
CLINTON 	I have a feeling that by, the end of this evening, I'm going to be blamed for everything that's ever happened.
TRUMP 	Why not?
CLINTON 	Why not?
CLINTON 	Yeah, why not?
CLINTON 	You know, just join the debate by saying more crazy things.
CLINTON 	Now, let me say this, it is absolutely the case.
TRUMP 	There's nothing crazy about not letting our companies bring their money back into their country.
HOLT 	This is — this is Secretary Clinton's two minutes, please.
TRUMP 	Yes.
CLINTON 	Yeah, well, let's start the clock again, Lester.
CLINTON 	We've looked at your tax proposals.
CLINTON 	I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas.
CLINTON 	I happen to support that.
TRUMP 	Then you didn't read it.
CLINTON 	I happen to — I happen to support that in a way that will actually work to our benefit.
CLINTON 	But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do.
CLINTON 	You've proposed an approach that has a.
TRUMP 	Who gave it that name?
TRUMP 	The first I've — who gave it that name?
HOLT 	Mr. Trump, this is Secretary Clinton's two minutes.
CLINTON 	$4 billion tax benefit for your family.
CLINTON 	And when you look at what you are proposing.
TRUMP 	How much?
TRUMP 	How much for my family?
CLINTON 	it is.
TRUMP 	Lester, how much?
CLINTON 	as I said, trumped-up trickle-down.
CLINTON 	Trickle-down did not work.
CLINTON 	It got us into the mess we were in, in 2008 and 2009.
CLINTON 	Slashing taxes on the wealthy hasn't worked.
CLINTON 	And a lot of really smart, wealthy people know that.
CLINTON 	And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class.
CLINTON 	I don't think top-down works in America.
CLINTON 	I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their — their debt from college at a lower rate.
CLINTON 	Those are the kinds of things that will really boost the economy.
CLINTON 	Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top.
HOLT 	Mr. Trump, we're.
TRUMP 	Typical politician.
TRUMP 	All talk, no action.
TRUMP 	Sounds good, doesn't work.
TRUMP 	Never going to happen.
TRUMP 	Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.
TRUMP 	Now, look, we have the worst revival of an economy since the Great Depression.
TRUMP 	And believe me: We're in a bubble right now.
TRUMP 	And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.
TRUMP 	We are in a big, fat, ugly bubble.
TRUMP 	And we better be awfully careful.
TRUMP 	And we have a Fed that's doing political things.
TRUMP 	This Janet Yellen of the Fed.
TRUMP 	The Fed is doing political — by keeping the interest rates at this level.
TRUMP 	And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed is not doing their job.
TRUMP 	The Fed is being more political than Secretary Clinton.
HOLT 	Mr. Trump, we're talking about the burden that Americans have to pay, yet you have not released your tax returns.
HOLT 	And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to — who he owes it to and any business conflicts.
HOLT 	Don't Americans have a right to know if there are any conflicts of interest?
TRUMP 	I don't mind releasing — I'm under a routine audit.
TRUMP 	And it'll be released.
TRUMP 	And — as soon as the audit's finished, it will be released.
TRUMP 	But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.
TRUMP 	It shows income — in fact, the income — I just looked today — the income is filed at $694 million for this past year, $694 million.
TRUMP 	If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised.
TRUMP 	But that's the kind of thinking that our country needs.
TRUMP 	When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody — Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year.
TRUMP 	You know what that is?
TRUMP 	That means, who's negotiating these trade deals?
TRUMP 	We have people that are political hacks negotiating our trade deals.
HOLT 	The IRS says an audit.
TRUMP 	Excuse me.
HOLT 	of your taxes — you're perfectly free to release your taxes during an audit.
HOLT 	And so the question, does the public's right to know outweigh your personal.
TRUMP 	Well, I told you, I will release them as soon as the audit.
TRUMP 	Look, I've been under audit almost for 15 years.
TRUMP 	I know a lot of wealthy people that have never been audited.
TRUMP 	I said, do you get audited?
TRUMP 	I get audited almost every year.
TRUMP 	And in a way, I should be complaining.
TRUMP 	I'm not even complaining.
TRUMP 	I don't mind it.
TRUMP 	It's almost become a way of life.
TRUMP 	I get audited by the IRS.
TRUMP 	But other people don't.
TRUMP 	I will say this.
TRUMP 	We have a situation in this country that has to be taken care of.
TRUMP 	I will release my tax returns — against my lawyer's wishes — when she releases her 33,000 e-mails that have been deleted.
TRUMP 	As soon as she releases them, I will release.
TRUMP 	I will release my tax returns.
TRUMP 	And that's against — my lawyers, they say, "Don't do it".
TRUMP 	I will tell you this.
TRUMP 	No — in fact, watching shows, they're reading the papers.
TRUMP 	Almost every lawyer says, you don't release your returns until the audit's complete.
TRUMP 	When the audit's complete, I'll do it.
TRUMP 	But I would go against them if she releases her e-mails.
HOLT 	So it's negotiable?
TRUMP 	It's not negotiable, no.
TRUMP 	Let her release the e-mails.
TRUMP 	Why did she delete 33,000.
HOLT 	Well, I'll let her answer that.
HOLT 	But let me just admonish the audience one more time.
HOLT 	There was an agreement.
HOLT 	We did ask you to be silent, so it would be helpful for us.
HOLT 	Secretary Clinton?
CLINTON 	Well, I think you've seen another example of bait-and- switch here.
CLINTON 	For 40 years, everyone running for president has released their tax returns.
CLINTON 	You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it.
CLINTON 	We know the IRS has made clear there is no prohibition on releasing it when you're under audit.
CLINTON 	So you've got to ask yourself, why won't he release his tax returns?
CLINTON 	And I think there may be a couple of reasons.
CLINTON 	First, maybe he's not as rich as he says he is.
CLINTON 	Second, maybe he's not as charitable as he claims to be.
CLINTON 	Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks.
CLINTON 	Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.
TRUMP 	That makes me smart.
CLINTON 	So if he's paid zero, that means zero for troops, zero for vets, zero for schools or health.
CLINTON 	And I think probably he's not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he's trying to hide.
CLINTON 	And the financial disclosure statements, they don't give you the tax rate.
CLINTON 	They don't give you all the details that tax returns would.
CLINTON 	And it just seems to me that this is something that the American people deserve to see.
CLINTON 	And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding.
CLINTON 	And we'll guess.
CLINTON 	We'll keep guessing at what it might be that he's hiding.
CLINTON 	But I think the question is, were he ever to get near the White House, what would be those conflicts?
CLINTON 	Who does he owe money to?
CLINTON 	Well, he owes you the answers to that, and he should provide them.
HOLT 	He also — he also raised the issue of your e-mails.
HOLT 	Do you want to respond to that?
CLINTON 	I do.
CLINTON 	You know, I made a mistake using a private e- mail.
TRUMP 	That's for sure.
CLINTON 	And if I had to do it over again, I would, obviously, do it differently.
CLINTON 	But I'm not going to make any excuses.
CLINTON 	It was a mistake, and I take responsibility for that.
HOLT 	Mr. Trump?
TRUMP 	That was more than a mistake.
TRUMP 	That was done purposely.
TRUMP 	OK?
TRUMP 	That was not a mistake.
TRUMP 	That was done purposely.
TRUMP 	When you have your staff taking the Fifth Amendment, taking the Fifth so they're not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it's disgraceful.
TRUMP 	And believe me, this country thinks it's — really thinks it's disgraceful, also.
TRUMP 	As far as my tax returns, you don't learn that much from tax returns.
TRUMP 	That I can tell you.
TRUMP 	You learn a lot from financial disclosure.
TRUMP 	And you should go down and take a look at that.
